number of dependents,number of referrals,tenure in months,phone service,avg monthly long distance charges,multiple lines,internet service,internet type,avg monthly gb download,online security,online backup,device protection plan,premium tech support,unlimited data,contract,paperless billing,payment method,monthly charge,total revenue,churned,age_group
0,0,26,1,40.35,0,1,Fiber Optic,13.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,85.75,3195.6,0,45-54
0,9,71,0,0.0,0,1,DSL,19.0,1,1,1,1,1,Two Year,0,Credit Card,46.35,3334.76,0,65-80
0,0,13,1,12.54,0,1,Fiber Optic,20.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,80.85,1171.72,1,35-44
0,0,41,1,10.26,0,1,Fiber Optic,2.0,0,1,0,1,1,Two Year,1,Bank Withdrawal,98.8,4352.72,0,55-64
0,0,8,1,24.76,1,1,Fiber Optic,2.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,86.55,847.73,1,45-54
0,0,41,1,2.32,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,19.85,905.57,0,45-54
0,0,47,1,3.47,0,1,DSL,12.0,0,0,1,1,1,Two Year,0,Credit Card,74.45,3673.39,0,25-34
0,3,29,1,5.39,1,1,Fiber Optic,17.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.95,2305.36,0,55-64
0,0,8,0,0.0,0,1,DSL,4.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,29.4,221.9,1,65-80
0,0,57,1,48.86,1,1,Fiber Optic,6.0,1,1,1,0,1,Two Year,1,Bank Withdrawal,112.95,9250.02,1,35-44
0,0,42,1,22.08,0,1,Cable,26.0,1,1,1,0,1,Month-to-Month,0,Bank Withdrawal,59.65,3463.91,0,25-34
0,0,57,1,28.27,1,1,Fiber Optic,41.0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,87.55,6494.41,0,25-34
0,0,1,1,11.34,1,1,Fiber Optic,20.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.7,86.04,1,65-80
2,3,45,1,39.03,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.35,2685.55,0,18-24
0,0,54,1,7.64,1,1,Fiber Optic,3.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,79.85,4720.81,0,35-44
0,1,33,1,27.78,1,1,Fiber Optic,8.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,94.5,4022.29,1,65-80
0,4,52,0,0.0,0,1,DSL,8.0,1,0,1,0,1,One Year,0,Credit Card,35.45,1958.95,0,55-64
0,1,71,1,18.42,1,1,DSL,29.0,1,1,1,1,1,Two Year,0,Bank Withdrawal,90.35,7633.07,0,25-34
1,2,72,1,9.88,1,1,Cable,16.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,90.15,7427.81,0,65-80
0,9,72,1,10.92,1,1,DSL,28.0,1,1,1,1,1,Two Year,1,Credit Card,90.25,7155.69,0,35-44
2,2,40,1,33.44,1,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,24.8,2362.3,0,25-34
0,1,64,0,0.0,0,1,DSL,30.0,0,1,0,1,1,Two Year,1,Bank Withdrawal,54.6,3423.5,0,45-54
1,4,26,1,24.44,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.25,1129.39,0,35-44
0,0,4,0,0.0,0,1,DSL,9.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,24.45,86.6,1,25-34
3,2,52,1,39.48,0,0,No,0.0,0,0,0,0,0,One Year,1,Credit Card,20.85,3124.56,0,45-54
0,5,62,1,11.41,1,1,Fiber Optic,25.0,0,1,1,0,1,One Year,1,Credit Card,97.95,6643.97,0,65-80
2,1,42,1,14.8,0,1,DSL,23.0,0,0,1,1,1,One Year,0,Bank Withdrawal,73.15,3709.85,0,45-54
0,0,11,1,26.84,0,1,Fiber Optic,15.0,0,0,0,0,0,Month-to-Month,1,Credit Card,79.15,1262.94,0,65-80
0,1,68,1,23.67,1,1,Fiber Optic,22.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,113.15,9465.56,1,45-54
2,10,41,1,1.6,1,1,Fiber Optic,59.0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,94.3,3959.2,0,18-24
0,9,72,0,0.0,0,1,DSL,18.0,1,1,1,1,1,Two Year,1,Credit Card,64.8,4719.75,0,45-54
0,0,1,1,14.91,0,1,Fiber Optic,21.0,0,0,0,0,1,Month-to-Month,1,Credit Card,80.85,95.76,1,55-64
0,0,2,1,15.32,0,1,Fiber Optic,21.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.6,162.29,1,65-80
0,0,2,1,5.49,1,1,Fiber Optic,25.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,85.55,198.43,1,65-80
0,0,49,1,11.11,0,1,Fiber Optic,27.0,0,0,1,1,1,Two Year,0,Credit Card,100.65,5462.14,0,45-54
0,0,36,1,23.33,1,1,Fiber Optic,23.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,90.85,4026.58,1,65-80
0,1,56,1,34.1,0,1,Fiber Optic,13.0,1,1,1,0,1,One Year,1,Credit Card,105.6,7978.25,0,35-44
0,4,72,1,40.49,1,1,Fiber Optic,15.0,0,1,1,0,1,Two Year,1,Bank Withdrawal,104.8,10385.38,0,55-64
0,1,71,1,44.66,1,1,Fiber Optic,8.0,1,1,0,0,1,Month-to-Month,1,Credit Card,105.1,10718.96,1,65-80
0,0,11,1,41.58,0,1,Fiber Optic,3.0,0,0,0,0,1,Two Year,1,Bank Withdrawal,78.5,1331.58,0,65-80
0,5,11,1,17.25,1,1,Fiber Optic,27.0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,104.05,1323.4,1,65-80
0,1,51,0,0.0,0,1,DSL,2.0,1,1,1,0,1,One Year,0,Bank Withdrawal,59.3,3014.65,1,45-54
2,1,29,1,33.62,0,1,Fiber Optic,13.0,0,0,0,0,1,Month-to-Month,1,Credit Card,87.8,3596.73,0,25-34
0,6,53,1,32.94,1,1,Fiber Optic,17.0,0,1,0,1,1,One Year,0,Bank Withdrawal,97.75,6789.02,0,35-44
2,0,4,1,9.77,0,1,Cable,16.0,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,49.4,233.48,1,35-44
2,4,46,1,14.91,0,0,No,0.0,0,0,0,0,0,Two Year,1,Mailed Check,20.1,1622.71,0,35-44
0,8,72,1,8.98,1,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,24.55,2397.26,0,35-44
0,7,63,1,34.51,0,1,Fiber Optic,46.0,1,0,1,0,1,One Year,1,Credit Card,81.15,7398.63,0,18-24
0,0,60,1,48.92,1,1,Fiber Optic,11.0,1,0,0,0,1,One Year,1,Bank Withdrawal,101.4,9111.8,0,65-80
2,1,10,1,24.48,1,1,Fiber Optic,30.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,100.25,1309.45,1,55-64
0,0,3,1,21.86,1,1,Fiber Optic,6.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,101.55,363.93,1,55-64
0,0,32,1,1.49,1,1,Fiber Optic,21.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,80.35,2643.83,1,25-34
0,0,35,1,45.62,1,1,Fiber Optic,59.0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,95.5,5014.9,0,25-34
0,4,72,1,16.92,1,1,Fiber Optic,19.0,0,1,1,1,0,Two Year,1,Bank Withdrawal,111.65,9351.09,0,65-80
1,1,48,1,38.3,0,1,DSL,85.0,0,1,1,0,1,One Year,1,Credit Card,55.8,4489.6,0,18-24
0,0,32,1,48.95,1,1,Fiber Optic,9.0,0,0,0,0,1,Month-to-Month,1,Credit Card,85.95,4195.0,1,65-80
3,5,53,0,0.0,0,1,Cable,25.0,1,1,1,0,1,Month-to-Month,1,Bank Withdrawal,48.7,2495.2,0,35-44
0,0,7,1,8.29,0,1,DSL,21.0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,62.8,476.33,0,35-44
0,0,46,1,13.42,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.95,1524.37,0,45-54
0,0,12,0,0.0,0,1,DSL,9.0,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,50.95,605.75,0,45-54
3,8,64,1,37.47,1,1,Fiber Optic,69.0,0,1,1,0,1,One Year,1,Bank Withdrawal,92.85,8378.83,0,18-24
0,0,15,1,23.56,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,19.65,624.0,0,35-44
0,0,41,1,29.19,1,1,Fiber Optic,4.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,98.05,5187.39,0,35-44
0,0,51,1,34.36,1,0,No,0.0,0,0,0,0,0,One Year,1,Bank Withdrawal,24.6,2970.85,0,55-64
2,1,28,1,4.71,1,1,DSL,21.0,0,0,0,0,0,One Year,1,Bank Withdrawal,51.0,1593.68,0,65-80
0,0,66,0,0.0,0,1,DSL,73.0,1,0,1,1,0,Two Year,1,Bank Withdrawal,61.35,4323.4,0,25-34
0,0,2,1,6.2,0,1,Fiber Optic,6.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,87.15,196.15,1,45-54
0,1,43,1,41.08,0,1,DSL,18.0,1,0,1,1,1,Two Year,1,Credit Card,79.15,5333.04,0,55-64
2,1,58,1,2.87,1,1,DSL,69.0,1,0,1,1,1,Two Year,0,Credit Card,75.8,4582.21,0,25-34
1,8,66,1,35.01,1,1,DSL,59.0,0,1,1,0,1,Two Year,0,Bank Withdrawal,79.85,7545.61,0,25-34
3,5,71,1,4.91,1,1,Fiber Optic,29.0,1,1,1,1,1,Two Year,0,Bank Withdrawal,114.6,8448.86,0,45-54
3,7,31,1,7.03,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.75,973.53,0,25-34
0,5,71,1,44.82,0,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.85,4721.97,0,55-64
0,4,31,1,22.42,1,1,Fiber Optic,21.0,1,1,0,1,1,Month-to-Month,1,Credit Card,90.55,3624.77,0,45-54
0,1,48,1,6.1,1,1,Fiber Optic,18.0,1,1,1,0,1,Two Year,1,Bank Withdrawal,96.9,4766.25,0,25-34
0,7,72,1,11.26,1,1,Cable,3.0,0,0,1,0,1,Two Year,1,Credit Card,73.45,6139.72,0,65-80
0,4,72,1,33.68,1,1,DSL,10.0,0,1,1,1,1,Two Year,0,Credit Card,77.35,7821.21,0,65-80
0,0,54,1,38.48,1,1,Fiber Optic,13.0,0,0,1,0,0,Month-to-Month,1,Credit Card,99.05,7413.62,0,65-80
0,0,72,1,2.37,1,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,25.1,1960.54,0,65-80
0,8,60,1,15.54,1,1,Fiber Optic,19.0,1,1,0,0,1,Month-to-Month,1,Credit Card,94.1,6408.3,0,35-44
3,7,65,1,19.58,1,1,Fiber Optic,26.0,0,1,1,0,1,One Year,1,Bank Withdrawal,107.45,8320.2,0,65-80
3,2,34,0,0.0,0,1,DSL,76.0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,44.85,1442.6,0,35-44
1,0,37,1,49.99,0,1,Cable,27.0,1,1,0,1,0,Two Year,0,Credit Card,61.45,4213.19,0,45-54
0,0,4,1,31.57,1,1,Fiber Optic,18.0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,90.65,494.23,0,35-44
1,8,62,1,14.75,1,1,Fiber Optic,52.0,1,1,0,0,0,Month-to-Month,1,Bank Withdrawal,105.5,7551.7,0,18-24
0,0,52,1,42.9,1,1,Fiber Optic,14.0,0,1,0,0,1,One Year,1,Credit Card,80.2,6528.4,0,35-44
0,9,8,1,4.98,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.25,198.19,0,25-34
2,0,69,1,25.18,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.4,3083.62,0,18-24
0,0,12,1,33.36,1,1,Fiber Optic,22.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,89.55,1422.07,0,55-64
3,3,5,0,0.0,0,1,DSL,53.0,0,0,0,0,1,Month-to-Month,0,Credit Card,25.05,125.5,0,35-44
0,0,2,1,26.05,0,1,Fiber Optic,2.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,94.95,230.2,1,55-64
2,0,1,0,0.0,0,1,Cable,17.0,0,0,0,0,1,Month-to-Month,0,Mailed Check,24.2,24.2,0,55-64
0,0,28,1,44.11,0,1,Cable,15.0,1,1,0,0,0,Month-to-Month,0,Bank Withdrawal,56.05,2867.73,0,45-54
0,0,3,1,40.99,1,1,Cable,48.0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,64.6,297.17,0,18-24
0,0,58,1,2.38,1,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,24.45,1651.64,0,35-44
0,0,1,1,45.49,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.2,65.69,1,35-44
0,0,9,1,30.8,1,1,Fiber Optic,18.0,0,0,0,0,1,Month-to-Month,1,Credit Card,84.4,1009.7,1,65-80
0,4,71,1,10.46,1,1,Fiber Optic,3.0,0,1,1,0,0,Two Year,1,Bank Withdrawal,105.15,8357.66,0,35-44
1,1,72,0,0.0,0,1,DSL,16.0,1,1,1,1,0,Two Year,1,Bank Withdrawal,65.65,4724.5,0,25-34
0,0,13,1,30.88,0,1,Fiber Optic,3.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,79.8,1374.89,1,55-64
0,1,51,1,21.08,1,1,Fiber Optic,9.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,94.65,5887.83,1,35-44
0,0,2,1,5.47,0,1,DSL,29.0,0,0,0,0,1,Month-to-Month,1,Credit Card,45.85,116.54,0,35-44
0,0,20,1,5.54,1,1,Fiber Optic,59.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,88.7,1872.25,1,18-24
0,4,18,1,35.96,0,1,DSL,17.0,0,0,0,1,1,Month-to-Month,1,Credit Card,50.3,1556.03,0,35-44
0,0,37,1,38.72,1,1,Fiber Optic,59.0,0,1,0,1,1,One Year,1,Credit Card,104.5,5210.64,0,25-34
0,0,50,1,47.99,1,1,Fiber Optic,22.0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,83.4,6513.2,0,65-80
2,0,21,1,8.68,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.75,634.48,0,35-44
0,1,36,1,24.54,1,1,Fiber Optic,5.0,0,0,0,0,1,Month-to-Month,1,Credit Card,85.25,4016.19,1,65-80
3,7,69,1,37.97,1,1,Fiber Optic,27.0,1,1,1,1,0,Two Year,1,Bank Withdrawal,114.35,10295.73,0,18-24
0,0,1,1,27.12,0,1,Fiber Optic,23.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.6,97.72,1,45-54
1,5,72,1,17.49,1,1,Fiber Optic,12.0,0,1,1,0,0,One Year,1,Credit Card,104.45,8848.28,0,35-44
0,3,71,1,9.5,1,1,Cable,76.0,1,1,1,1,1,Two Year,0,Credit Card,91.05,6968.25,0,25-34
0,0,1,0,0.0,0,1,Cable,2.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,35.75,35.75,1,45-54
0,0,5,1,46.45,1,1,Fiber Optic,10.0,0,0,0,0,1,Month-to-Month,1,Mailed Check,93.9,719.1,1,35-44
1,0,34,1,21.69,1,1,Fiber Optic,28.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,106.35,4286.71,1,45-54
0,0,38,1,40.64,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,20.05,2222.52,0,18-24
0,0,22,1,11.15,1,1,Fiber Optic,17.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,95.1,2407.9,0,35-44
0,0,45,1,19.39,0,1,DSL,16.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.9,3171.1,0,45-54
0,1,8,1,46.05,1,1,Fiber Optic,22.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,84.0,981.8,1,65-80
1,4,15,1,17.43,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Mailed Check,19.8,515.85,0,45-54
0,0,52,1,37.6,1,1,Fiber Optic,23.0,1,0,1,0,1,Month-to-Month,1,Bank Withdrawal,104.2,7523.55,1,65-80
0,0,66,0,0.0,0,1,Cable,9.0,0,1,1,0,1,One Year,0,Bank Withdrawal,45.55,3027.25,0,65-80
0,0,66,1,36.48,1,1,DSL,5.0,1,1,0,1,1,One Year,1,Credit Card,-8.0,6582.03,0,65-80
0,1,32,1,2.08,0,1,Fiber Optic,25.0,0,0,0,0,1,Month-to-Month,1,Credit Card,80.3,2549.61,1,65-80
0,0,12,1,31.22,0,1,DSL,12.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.05,897.74,0,45-54
1,1,32,1,32.43,0,1,Cable,19.0,1,1,1,1,1,Month-to-Month,0,Bank Withdrawal,76.3,3441.91,0,45-54
0,0,1,1,19.32,0,1,Fiber Optic,22.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,79.6,98.92,1,35-44
0,5,60,1,14.0,0,1,Cable,42.0,0,1,1,1,1,Two Year,1,Bank Withdrawal,80.6,5786.7,0,25-34
0,0,37,1,30.72,1,1,Fiber Optic,42.0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,98.8,4612.19,1,25-34
0,0,9,1,24.89,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.7,404.71,0,35-44
2,2,67,0,0.0,0,1,DSL,17.0,1,0,0,0,1,Two Year,0,Credit Card,50.9,3281.65,0,35-44
0,6,65,1,28.68,0,1,Fiber Optic,20.0,0,0,0,0,1,One Year,1,Bank Withdrawal,70.95,6411.97,0,65-80
0,0,5,1,32.81,0,1,Fiber Optic,16.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,74.65,547.7,0,55-64
0,0,16,1,5.79,1,1,DSL,4.0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,55.3,967.99,0,35-44
0,0,5,1,17.16,0,1,DSL,7.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,51.35,348.1,0,35-44
0,0,8,1,1.28,1,1,Fiber Optic,42.0,0,0,0,0,1,Month-to-Month,1,Credit Card,74.6,559.14,0,18-24
0,0,71,1,2.66,1,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,24.55,1908.01,0,25-34
0,0,57,1,30.77,1,1,Fiber Optic,10.0,0,0,0,1,0,Two Year,1,Credit Card,90.45,7053.69,0,25-34
0,0,4,1,12.68,0,1,Fiber Optic,10.0,0,1,1,0,1,Month-to-Month,1,Credit Card,99.8,493.57,1,65-80
0,1,30,1,2.86,1,1,Fiber Optic,19.0,0,0,0,0,1,Month-to-Month,0,Mailed Check,77.9,2437.25,0,65-80
0,0,1,1,10.38,1,1,Fiber Optic,7.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,101.45,111.83,1,25-34
0,1,25,1,24.64,0,1,Fiber Optic,5.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,89.15,2873.75,1,35-44
0,0,32,1,32.02,1,1,DSL,3.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,54.2,2764.24,0,35-44
0,0,10,1,1.48,0,1,DSL,25.0,0,1,0,0,0,Month-to-Month,1,Credit Card,59.65,743.75,0,35-44
0,0,12,1,34.73,1,1,Fiber Optic,6.0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,89.15,1544.31,0,45-54
1,0,14,1,47.72,1,1,Fiber Optic,22.0,1,0,0,1,1,Month-to-Month,1,Mailed Check,86.0,1832.13,0,45-54
0,3,19,1,8.3,0,1,DSL,48.0,0,1,0,0,1,Month-to-Month,1,Credit Card,59.8,1288.55,0,18-24
0,8,41,1,46.46,0,1,Fiber Optic,2.0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,94.55,5796.31,0,65-80
0,1,69,1,48.88,1,1,Fiber Optic,4.0,0,1,1,1,1,Two Year,1,Bank Withdrawal,108.4,10690.92,1,65-80
0,0,69,1,44.57,1,1,Fiber Optic,28.0,0,1,0,1,1,One Year,1,Bank Withdrawal,105.2,10461.38,0,45-54
0,0,2,1,44.77,0,1,Fiber Optic,9.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,70.35,228.79,0,25-34
2,2,33,1,9.97,1,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,24.25,1167.51,0,45-54
3,7,12,1,4.71,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.7,314.87,0,35-44
0,0,3,1,43.72,1,1,Fiber Optic,21.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,91.85,388.21,1,45-54
0,1,11,1,13.33,0,1,Fiber Optic,19.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,79.5,1065.13,1,55-64
0,1,58,1,21.38,1,1,Fiber Optic,26.0,0,1,1,0,0,One Year,1,Bank Withdrawal,94.3,6994.64,0,45-54
0,0,22,1,31.53,0,1,Cable,11.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.8,1742.71,0,55-64
0,0,62,1,8.08,1,1,Fiber Optic,21.0,1,1,0,1,0,One Year,0,Bank Withdrawal,102.0,7140.21,1,55-64
0,1,7,1,11.58,0,1,Fiber Optic,27.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,81.1,657.71,1,35-44
1,9,61,1,39.31,1,1,DSL,10.0,0,0,1,0,1,One Year,1,Bank Withdrawal,65.2,6362.96,0,65-80
0,0,27,1,15.09,0,1,Cable,28.0,1,0,0,1,1,Month-to-Month,0,Credit Card,53.45,1868.88,0,45-54
0,0,53,1,8.33,0,1,Fiber Optic,73.0,0,1,1,0,1,One Year,1,Mailed Check,100.3,5642.29,0,18-24
3,0,19,1,8.02,1,1,DSL,57.0,1,1,0,1,1,Month-to-Month,1,Credit Card,75.9,1527.98,0,45-54
0,1,19,1,28.04,1,1,Fiber Optic,22.0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,103.3,2545.46,1,25-34
0,7,56,1,32.93,1,0,No,0.0,0,0,0,0,0,One Year,1,Mailed Check,24.45,3275.73,0,55-64
0,2,72,1,44.89,1,1,Fiber Optic,24.0,1,1,1,1,0,Two Year,1,Credit Card,115.75,11795.78,0,65-80
0,7,17,1,46.71,1,1,Fiber Optic,8.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,80.5,2130.97,0,25-34
2,10,70,1,49.67,0,1,Fiber Optic,19.0,1,1,1,1,1,Two Year,1,Credit Card,101.1,10471.7,0,45-54
0,9,72,0,0.0,0,1,DSL,9.0,1,1,1,1,1,Two Year,1,Credit Card,64.45,4641.1,0,65-80
3,5,69,1,40.36,0,1,Cable,53.0,1,1,0,1,1,Two Year,0,Bank Withdrawal,80.65,8327.39,0,45-54
0,1,65,1,40.47,0,1,DSL,30.0,1,0,0,1,1,Two Year,1,Bank Withdrawal,74.8,7450.7,1,55-64
0,1,43,1,4.59,1,1,Fiber Optic,5.0,0,1,0,1,1,One Year,1,Bank Withdrawal,94.3,4150.52,0,65-80
1,1,41,1,21.28,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.3,1644.88,0,25-34
0,3,46,1,16.07,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.6,1590.42,0,55-64
0,1,61,1,46.95,1,1,Cable,21.0,1,1,0,0,1,One Year,1,Bank Withdrawal,106.0,9411.65,1,45-54
0,0,19,1,19.1,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,19.95,736.4,0,55-64
0,0,68,0,0.0,0,1,DSL,58.0,1,0,1,1,1,Two Year,0,Credit Card,38.9,2719.2,0,18-24
3,8,52,1,8.16,1,1,Fiber Optic,20.0,0,1,1,0,1,One Year,1,Credit Card,95.7,5400.47,0,45-54
0,9,24,1,35.8,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,20.1,1393.1,0,55-64
0,0,33,1,15.69,1,1,DSL,24.0,1,1,0,0,1,Month-to-Month,1,Credit Card,60.9,2551.62,0,35-44
0,0,3,0,0.0,0,1,DSL,30.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,25.3,77.75,1,65-80
0,0,24,1,44.96,0,1,Fiber Optic,28.0,0,1,1,0,1,Month-to-Month,1,Credit Card,99.3,3510.39,1,55-64
3,3,31,1,9.8,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,21.0,1001.5,0,55-64
0,8,67,1,38.47,1,1,Fiber Optic,20.0,1,0,1,0,1,One Year,1,Credit Card,107.05,9719.99,0,65-80
0,0,4,1,18.03,0,1,Cable,59.0,1,1,0,1,1,Month-to-Month,1,Credit Card,60.4,344.27,1,25-34
0,0,2,0,0.0,0,1,DSL,11.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,24.35,41.85,1,65-80
0,0,22,1,46.5,0,1,Fiber Optic,17.0,0,1,0,0,1,Month-to-Month,1,Credit Card,93.2,3180.3,0,45-54
0,2,66,1,7.61,0,1,DSL,10.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,85.9,6097.56,0,35-44
0,0,2,1,5.57,0,1,Cable,24.0,1,0,1,0,1,Month-to-Month,0,Bank Withdrawal,66.4,105.69,1,65-80
0,0,2,1,5.33,0,1,Cable,52.0,1,0,1,0,1,Month-to-Month,1,Mailed Check,55.1,124.01,1,18-24
0,0,1,1,32.92,0,1,Fiber Optic,3.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,80.25,113.17,1,25-34
0,0,71,1,38.22,0,1,DSL,23.0,1,0,1,1,1,Two Year,1,Credit Card,82.0,8713.47,0,35-44
0,0,20,1,27.11,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,19.7,961.6,0,55-64
2,1,66,1,48.11,0,1,Cable,27.0,0,0,0,1,1,One Year,1,Credit Card,49.4,6427.11,0,25-34
0,1,34,1,40.78,1,1,Fiber Optic,4.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,87.45,4260.67,1,35-44
0,1,47,1,6.56,0,1,DSL,11.0,1,0,1,0,0,One Year,1,Credit Card,66.05,3369.77,0,45-54
0,0,1,1,39.19,0,1,DSL,69.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,55.25,154.44,0,18-24
0,1,69,1,37.2,1,1,Fiber Optic,27.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,103.95,10013.7,1,35-44
0,0,70,1,13.4,1,1,Fiber Optic,3.0,0,1,1,1,0,One Year,1,Bank Withdrawal,90.25,7423.95,0,35-44
0,0,17,1,4.38,0,0,No,0.0,0,0,0,0,0,One Year,0,Mailed Check,20.15,428.11,0,35-44
7,0,1,1,12.81,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.25,32.06,1,35-44
0,1,46,1,18.45,1,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,24.9,2023.5,0,55-64
3,0,41,1,30.58,0,1,Fiber Optic,59.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,111.15,5760.93,0,25-34
0,0,54,1,41.83,1,1,Fiber Optic,9.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,100.1,7699.72,1,35-44
1,4,1,1,45.77,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Mailed Check,19.9,65.67,1,45-54
0,0,8,1,30.53,0,1,DSL,26.0,0,0,0,0,1,Month-to-Month,1,Credit Card,54.75,682.29,0,55-64
